Epoch,Batch,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Divergence_Loss,Supervised_Loss,TSA_Limit
1.0,1.0,18.75,,18.75,0.061830613762140274,0.22857177257537842,1.0
1.0,2.0,6.25,,12.5,0.08063293248414993,0.23227815330028534,1.0
1.0,3.0,12.5,,12.5,0.1334778517484665,0.2408190220594406,1.0
1.0,4.0,18.75,,14.0625,0.08477194607257843,0.41339540481567383,1.0
1.0,5.0,6.25,,12.5,0.07010472565889359,0.4595687985420227,1.0
1.0,6.0,9.375,,11.979166666666666,0.10434891283512115,0.27968212962150574,1.0
1.0,7.0,15.625,,12.5,0.15010780096054077,0.23713251948356628,1.0
1.0,8.0,3.125,,11.328125,0.1672409325838089,0.23987826704978943,1.0
1.0,9.0,18.75,,12.152777777777779,0.16568633913993835,0.20396414399147034,1.0
1.0,10.0,15.625,,12.5,0.1254023015499115,0.22609595954418182,1.0
1.0,11.0,6.25,,11.931818181818182,0.09315651655197144,0.2657923698425293,1.0
1.0,12.0,9.375,,11.71875,0.06021234765648842,0.3316492438316345,1.0
1.0,13.0,9.375,,11.538461538461538,0.08692263066768646,0.3334631621837616,1.0
1.0,14.0,15.625,,11.830357142857142,0.07461534440517426,0.30841875076293945,1.0
1.0,15.0,3.125,,11.25,0.09780505299568176,0.3022429347038269,1.0
1.0,16.0,12.5,,11.328125,0.11009179055690765,0.2282642424106598,1.0
1.0,17.0,9.375,,11.213235294117647,0.13114988803863525,0.23618097603321075,1.0
1.0,18.0,3.125,,10.76388888888889,0.1360083967447281,0.2487289160490036,1.0
1.0,19.0,9.375,,10.69078947368421,0.13428689539432526,0.24627678096294403,1.0
1.0,20.0,15.625,,10.9375,0.14208468794822693,0.2175087034702301,1.0
1.0,21.0,18.75,,11.30952380952381,0.09118854999542236,0.21235108375549316,1.0
1.0,22.0,12.5,,11.363636363636363,0.08916263282299042,0.2551555037498474,1.0
1.0,23.0,6.25,,11.141304347826088,0.10508419573307037,0.2672688364982605,1.0
1.0,24.0,9.375,,11.067708333333334,0.07213234901428223,0.2861570119857788,1.0
1.0,25.0,12.5,,11.125,0.10238959640264511,0.25599849224090576,1.0
1.0,26.0,3.125,,10.817307692307692,0.12435209006071091,0.27485138177871704,1.0
1.0,27.0,0.0,,10.416666666666666,0.09961593896150589,0.2732319235801697,1.0
1.0,28.0,21.875,,10.825892857142858,0.14208251237869263,0.21834790706634521,1.0
1.0,29.0,6.25,,10.668103448275861,0.145045667886734,0.23404574394226074,1.0
1.0,30.0,6.25,,10.520833333333334,0.13440170884132385,0.2397046983242035,1.0
1.0,31.0,6.25,,10.383064516129032,0.11513495445251465,0.26943570375442505,1.0
1.0,32.0,3.125,,10.15625,0.10930898785591125,0.25334158539772034,1.0
1.0,33.0,18.75,,10.416666666666666,0.10616395622491837,0.20692868530750275,1.0
1.0,34.0,15.625,,10.569852941176471,0.08513304591178894,0.27504459023475647,1.0
1.0,35.0,21.875,,10.892857142857142,0.07939610630273819,0.25323086977005005,1.0
1.0,36.0,6.25,,10.76388888888889,0.1008511632680893,0.2983629107475281,1.0
1.0,37.0,3.125,,10.557432432432432,0.08549368381500244,0.28560084104537964,1.0
1.0,38.0,12.5,,10.608552631578945,0.11325272917747498,0.24172620475292206,1.0
1.0,39.0,25.0,,10.9775641025641,0.10397838056087494,0.20204143226146698,1.0
1.0,40.0,15.625,,11.093749999999998,0.11485956609249115,0.22369885444641113,1.0
1.0,41.0,3.125,,10.899390243902438,0.10684724152088165,0.2479218691587448,1.0
1.0,42.0,12.5,,10.937499999999998,0.09144178032875061,0.2544226050376892,1.0
1.0,43.0,6.25,,10.828488372093021,0.10953070223331451,0.258219450712204,1.0
1.0,44.0,12.5,,10.866477272727272,0.08188100159168243,0.2528020143508911,1.0
1.0,45.0,12.5,,10.902777777777777,0.0836414024233818,0.2634808421134949,1.0
1.0,46.0,12.5,,10.937499999999998,0.09137608110904694,0.23970022797584534,1.0
1.0,47.0,3.125,,10.771276595744679,0.10745805501937866,0.2688845992088318,1.0
1.0,48.0,6.25,,10.67708333333333,0.0996345654129982,0.28041979670524597,1.0
1.0,49.0,0.0,,10.459183673469385,0.1105538159608841,0.29531341791152954,1.0
1.0,50.0,9.375,,10.437499999999998,0.11574982106685638,0.2573212683200836,1.0
1.0,51.0,15.625,,10.539215686274508,0.1070677861571312,0.22458381950855255,1.0
1.0,52.0,12.5,,10.576923076923075,0.11924859881401062,0.2362070381641388,1.0
1.0,53.0,9.375,,10.554245283018865,0.10091516375541687,0.2494727075099945,1.0
1.0,54.0,15.625,,10.648148148148145,0.10673236101865768,0.26774975657463074,1.0
1.0,55.0,9.375,,10.624999999999998,0.09367184340953827,0.2562068998813629,1.0
1.0,56.0,12.5,,10.65848214285714,0.09034471213817596,0.251399427652359,1.0
1.0,57.0,3.125,,10.526315789473681,0.08956868946552277,0.28444093465805054,1.0
1.0,58.0,6.25,,10.45258620689655,0.1003824919462204,0.2570532560348511,1.0
1.0,59.0,3.125,,10.328389830508472,0.13282710313796997,0.25037774443626404,1.0
1.0,60.0,9.375,,10.312499999999998,0.12194335460662842,0.23425671458244324,1.0
1.0,61.0,6.25,,10.245901639344261,0.1117270290851593,0.24954140186309814,1.0
1.0,62.0,6.25,,10.181451612903224,0.1020578145980835,0.2554960250854492,1.0
1.0,63.0,9.375,,10.168650793650793,0.0776880532503128,0.2627940773963928,1.0
1.0,64.0,15.625,,10.253906249999998,0.08042629063129425,0.2685163915157318,1.0
1.0,65.0,9.375,,10.240384615384613,0.08152516186237335,0.2802307903766632,1.0
1.0,66.0,6.25,,10.17992424242424,0.10155309736728668,0.2714991569519043,1.0
1.0,67.0,3.125,,10.07462686567164,0.08393751084804535,0.2657053768634796,1.0
1.0,68.0,9.375,,10.064338235294116,0.12195797264575958,0.25750237703323364,1.0
1.0,69.0,12.5,,10.099637681159418,0.11644573509693146,0.2265274077653885,1.0
1.0,70.0,15.625,,10.178571428571427,0.12392792105674744,0.21726176142692566,1.0
1.0,71.0,3.125,,10.079225352112674,0.1092095673084259,0.2620633542537689,1.0
1.0,72.0,12.5,,10.112847222222221,0.10386358946561813,0.24238106608390808,1.0
1.0,73.0,9.375,,10.102739726027398,0.09292277693748474,0.2682287096977234,1.0
1.0,74.0,15.625,,10.177364864864865,0.07964722812175751,0.2632291913032532,1.0
1.0,75.0,6.25,,10.125,0.08490993082523346,0.27757444977760315,1.0
1.0,76.0,0.0,,9.991776315789474,0.10938505828380585,0.2661747336387634,1.0
1.0,77.0,6.25,,9.943181818181818,0.12215223908424377,0.24908891320228577,1.0
1.0,78.0,9.375,,9.935897435897436,0.12578177452087402,0.23086044192314148,1.0
1.0,79.0,18.75,,10.04746835443038,0.10829821228981018,0.22045716643333435,1.0
1.0,80.0,15.625,,10.1171875,0.09466785937547684,0.25617724657058716,1.0
