Epoch,Batch,Iteration,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Unsupervised_Loss,Supervised_Loss
1.0,1.0,0.0,25.0,,25.0,0.0,2.3008389472961426
1.0,2.0,1.0,0.0,,12.5,0.0,2.3135271072387695
1.0,3.0,2.0,12.5,,12.5,0.0,2.3007848262786865
1.0,4.0,3.0,12.5,,12.5,0.0,2.328787326812744
1.0,5.0,4.0,0.0,,10.0,0.0,2.2902510166168213
1.0,6.0,5.0,0.0,,8.333333333333334,0.0,2.307441234588623
1.0,7.0,6.0,14.285715103149414,,9.183673586164202,0.0,2.2960779666900635
1.0,8.0,7.0,0.0,,8.035714387893677,0.0,2.3216497898101807
1.0,8.0,8.0,0.0,12.700000762939453,7.031250089406967,0.0,2.3216497898101807
2.0,1.0,9.0,37.5,12.700000762939453,37.5,0.0,2.2952189445495605
2.0,2.0,10.0,12.5,12.700000762939453,25.0,0.0,2.2692511081695557
2.0,3.0,11.0,37.5,12.700000762939453,29.166666666666668,0.0,2.248394250869751
2.0,4.0,12.0,12.5,12.700000762939453,25.0,0.0,2.3161468505859375
2.0,5.0,13.0,14.285715103149414,12.700000762939453,22.857143020629884,0.0,2.326585531234741
2.0,6.0,14.0,14.285715103149414,12.700000762939453,21.428571701049805,0.0,2.2879087924957275
2.0,7.0,15.0,14.285715103149414,12.700000762939453,20.408163615635463,0.0,2.323697328567505
2.0,8.0,16.0,14.285715103149414,12.700000762939453,19.642857551574707,0.0,2.2705318927764893
2.0,8.0,17.0,14.285715103149414,10.699999809265137,18.973214745521545,0.0,2.2705318927764893
3.0,1.0,18.0,0.0,10.699999809265137,0.0,0.0,2.2934699058532715
3.0,2.0,19.0,25.0,10.699999809265137,12.5,0.0,2.2913362979888916
3.0,3.0,20.0,25.0,10.699999809265137,16.666666666666668,0.0,2.216749429702759
3.0,4.0,21.0,12.5,10.699999809265137,15.625,0.0,2.2283966541290283
3.0,5.0,22.0,0.0,10.699999809265137,12.5,0.0,2.2878611087799072
3.0,6.0,23.0,28.571430206298828,10.699999809265137,15.178571701049805,0.0,2.2240328788757324
3.0,7.0,24.0,0.0,10.699999809265137,13.010204315185547,0.0,2.417728900909424
3.0,8.0,25.0,14.285715103149414,10.699999809265137,13.16964316368103,0.0,2.3495326042175293
3.0,8.0,26.0,14.285715103149414,10.699999809265137,13.309152156114578,0.0,2.3495326042175293
4.0,1.0,27.0,0.0,10.699999809265137,0.0,0.0,2.4043335914611816
4.0,2.0,28.0,12.5,10.699999809265137,6.25,0.0,2.3303709030151367
4.0,3.0,29.0,37.5,10.699999809265137,16.666666666666668,0.0,2.172909736633301
4.0,4.0,30.0,12.5,10.699999809265137,15.625,0.0,2.2306313514709473
4.0,5.0,31.0,14.285715103149414,10.699999809265137,15.357143020629882,0.0,2.307082414627075
4.0,6.0,32.0,0.0,10.699999809265137,12.797619183858236,0.0,2.401743173599243
4.0,7.0,33.0,14.285715103149414,10.699999809265137,13.010204315185547,0.0,2.273350954055786
4.0,8.0,34.0,0.0,10.699999809265137,11.383928775787354,0.0,2.314178943634033
4.0,8.0,35.0,0.0,12.600000381469727,9.960937678813934,0.0,2.314178943634033
5.0,1.0,36.0,25.0,12.600000381469727,25.0,0.0,2.2738418579101562
5.0,2.0,37.0,12.5,12.600000381469727,18.75,0.0,2.2079286575317383
5.0,3.0,38.0,0.0,12.600000381469727,12.5,0.0,2.2901155948638916
5.0,4.0,39.0,0.0,12.600000381469727,9.375,0.0,2.2901694774627686
5.0,5.0,40.0,28.571430206298828,12.600000381469727,13.214286041259765,0.0,2.287562131881714
5.0,6.0,41.0,42.85714340209961,12.600000381469727,18.154762268066406,0.0,2.2432308197021484
5.0,7.0,42.0,0.0,12.600000381469727,15.561224801199776,0.0,2.330725908279419
5.0,8.0,43.0,0.0,12.600000381469727,13.616071701049805,0.0,2.341052532196045
5.0,8.0,44.0,0.0,12.600000381469727,11.914062738418579,0.0,2.341052532196045
6.0,1.0,45.0,12.5,12.600000381469727,12.5,0.0,2.290985107421875
6.0,2.0,46.0,37.5,12.600000381469727,25.0,0.0,2.2550783157348633
6.0,3.0,47.0,25.0,12.600000381469727,25.0,0.0,2.23856258392334
6.0,4.0,48.0,12.5,12.600000381469727,21.875,0.0,2.2538976669311523
6.0,5.0,49.0,14.285715103149414,12.600000381469727,20.357143020629884,0.0,2.3201920986175537
6.0,6.0,50.0,0.0,12.600000381469727,16.964285850524902,0.0,2.3245394229888916
6.0,7.0,51.0,0.0,12.600000381469727,14.54081644330706,0.0,2.341705799102783
6.0,8.0,52.0,0.0,12.600000381469727,12.723214387893677,0.0,2.300217866897583
6.0,8.0,53.0,0.0,12.600000381469727,11.132812589406967,0.0,2.300217866897583
7.0,1.0,54.0,12.5,12.600000381469727,12.5,0.0,2.2851362228393555
7.0,2.0,55.0,12.5,12.600000381469727,12.5,0.0,2.2876498699188232
7.0,3.0,56.0,12.5,12.600000381469727,12.5,0.0,2.1996757984161377
7.0,4.0,57.0,25.0,12.600000381469727,15.625,0.0,2.2174506187438965
7.0,5.0,58.0,14.285715103149414,12.600000381469727,15.357143020629882,0.0,2.3051414489746094
7.0,6.0,59.0,0.0,12.600000381469727,12.797619183858236,0.0,2.2412209510803223
7.0,7.0,60.0,0.0,12.600000381469727,10.969387871878487,0.0,2.451911211013794
7.0,8.0,61.0,28.571430206298828,12.600000381469727,13.16964316368103,0.0,2.21647572517395
7.0,8.0,62.0,28.571430206298828,9.399999618530273,15.094866544008255,0.0,2.21647572517395
8.0,1.0,63.0,25.0,9.399999618530273,25.0,0.0,2.2625935077667236
8.0,2.0,64.0,0.0,9.399999618530273,12.5,0.0,2.2544362545013428
8.0,3.0,65.0,12.5,9.399999618530273,12.5,0.0,2.347968578338623
8.0,4.0,66.0,25.0,9.399999618530273,15.625,0.0,2.138580799102783
8.0,5.0,67.0,0.0,9.399999618530273,12.5,0.0,2.4377310276031494
8.0,6.0,68.0,28.571430206298828,9.399999618530273,15.178571701049805,0.0,2.1262786388397217
8.0,7.0,69.0,28.571430206298828,9.399999618530273,17.091837201799667,0.0,2.302905321121216
8.0,8.0,70.0,14.285715103149414,9.399999618530273,16.741071939468384,0.0,2.2299740314483643
8.0,8.0,71.0,14.285715103149414,8.600000381469727,16.434152334928513,0.0,2.2299740314483643
9.0,1.0,72.0,62.5,8.600000381469727,62.5,0.0,2.1324362754821777
9.0,2.0,73.0,25.0,8.600000381469727,43.75,0.0,2.243359088897705
9.0,3.0,74.0,0.0,8.600000381469727,29.166666666666668,0.0,2.428006887435913
9.0,4.0,75.0,0.0,8.600000381469727,21.875,0.0,2.282644748687744
9.0,5.0,76.0,0.0,8.600000381469727,17.5,0.0,2.501833200454712
9.0,6.0,77.0,14.285715103149414,8.600000381469727,16.964285850524902,0.0,2.3960628509521484
9.0,7.0,78.0,0.0,8.600000381469727,14.54081644330706,0.0,2.303175449371338
9.0,8.0,79.0,57.142860412597656,8.600000381469727,19.866071939468384,0.0,2.0672338008880615
