Epoch,Batch,Iteration,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Unsupervised_Loss,Supervised_Loss
1.0,1.0,0.0,25.0,,25.0,0.0,2.2939059734344482
1.0,2.0,1.0,0.0,,12.5,0.0,2.3031797409057617
1.0,3.0,2.0,37.5,,20.833333333333332,0.0,2.3156962394714355
1.0,4.0,3.0,12.5,,18.75,0.0,2.30836820602417
1.0,5.0,4.0,28.571430206298828,,20.714286041259765,0.0,2.314951181411743
1.0,6.0,5.0,0.0,,17.261905034383137,0.0,2.2798542976379395
1.0,7.0,6.0,0.0,,14.795918600899833,0.0,2.3198587894439697
1.0,8.0,7.0,0.0,,12.946428775787354,0.0,2.3964083194732666
1.0,8.0,8.0,0.0,12.600000381469727,11.328125178813934,0.0,2.3964083194732666
2.0,1.0,9.0,37.5,12.600000381469727,37.5,0.0,2.233405590057373
2.0,2.0,10.0,12.5,12.600000381469727,25.0,0.0,2.2582039833068848
2.0,3.0,11.0,12.5,12.600000381469727,20.833333333333332,0.0,2.2899837493896484
2.0,4.0,12.0,0.0,12.600000381469727,15.625,0.0,2.339905261993408
2.0,5.0,13.0,0.0,12.600000381469727,12.5,0.0,2.2679731845855713
2.0,6.0,14.0,14.285715103149414,12.600000381469727,12.797619183858236,0.0,2.327829122543335
2.0,7.0,15.0,14.285715103149414,12.600000381469727,13.010204315185547,0.0,2.2138993740081787
2.0,8.0,16.0,14.285715103149414,12.600000381469727,13.16964316368103,0.0,2.3651199340820312
2.0,8.0,17.0,14.285715103149414,10.59999942779541,13.309152156114578,0.0,2.3651199340820312
3.0,1.0,18.0,25.0,10.59999942779541,25.0,0.0,2.2446889877319336
3.0,2.0,19.0,12.5,10.59999942779541,18.75,0.0,2.3761932849884033
3.0,3.0,20.0,25.0,10.59999942779541,20.833333333333332,0.0,2.3304591178894043
3.0,4.0,21.0,37.5,10.59999942779541,25.0,0.0,2.20343017578125
3.0,5.0,22.0,14.285715103149414,10.59999942779541,22.857143020629884,0.0,2.283733606338501
3.0,6.0,23.0,14.285715103149414,10.59999942779541,21.428571701049805,0.0,2.2065951824188232
3.0,7.0,24.0,0.0,10.59999942779541,18.367347172328405,0.0,2.43149733543396
3.0,8.0,25.0,14.285715103149414,10.59999942779541,17.85714316368103,0.0,2.208219289779663
3.0,8.0,26.0,14.285715103149414,11.800000190734863,17.41071465611458,0.0,2.208219289779663
4.0,1.0,27.0,25.0,11.800000190734863,25.0,0.0,2.2260918617248535
4.0,2.0,28.0,12.5,11.800000190734863,18.75,0.0,2.2176713943481445
4.0,3.0,29.0,0.0,11.800000190734863,12.5,0.0,2.385175943374634
4.0,4.0,30.0,12.5,11.800000190734863,12.5,0.0,2.3174941539764404
4.0,5.0,31.0,0.0,11.800000190734863,10.0,0.0,2.3005003929138184
4.0,6.0,32.0,0.0,11.800000190734863,8.333333333333334,0.0,2.1784462928771973
4.0,7.0,33.0,28.571430206298828,11.800000190734863,11.22449002947126,0.0,2.0623693466186523
4.0,8.0,34.0,0.0,11.800000190734863,9.821428775787354,0.0,2.4661126136779785
4.0,8.0,35.0,0.0,8.600000381469727,8.593750178813934,0.0,2.4661126136779785
5.0,1.0,36.0,25.0,8.600000381469727,25.0,0.0,2.182781934738159
5.0,2.0,37.0,25.0,8.600000381469727,25.0,0.0,2.2750139236450195
5.0,3.0,38.0,12.5,8.600000381469727,20.833333333333332,0.0,2.3683576583862305
5.0,4.0,39.0,37.5,8.600000381469727,25.0,0.0,2.3062548637390137
5.0,5.0,40.0,14.285715103149414,8.600000381469727,22.857143020629884,0.0,2.1706769466400146
5.0,6.0,41.0,14.285715103149414,8.600000381469727,21.428571701049805,0.0,2.206390619277954
5.0,7.0,42.0,0.0,8.600000381469727,18.367347172328405,0.0,2.372954845428467
5.0,8.0,43.0,14.285715103149414,8.600000381469727,17.85714316368103,0.0,2.452788829803467
5.0,8.0,44.0,14.285715103149414,10.5,17.41071465611458,0.0,2.452788829803467
6.0,1.0,45.0,12.5,10.5,12.5,0.0,2.2397842407226562
6.0,2.0,46.0,25.0,10.5,18.75,0.0,2.2541215419769287
6.0,3.0,47.0,12.5,10.5,16.666666666666668,0.0,2.3049533367156982
6.0,4.0,48.0,12.5,10.5,15.625,0.0,2.2567014694213867
