Epoch,Batch,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Divergence_Loss,Supervised_Loss,TSA_Limit
1.0,1.0,25.0,,25.0,0.22865447402000427,,1.0
1.0,2.0,12.5,,18.75,0.24450787901878357,,1.0
1.0,3.0,0.0,,12.5,0.25059744715690613,,1.0
1.0,4.0,12.5,,12.5,0.2284696102142334,,1.0
1.0,5.0,12.5,,12.5,0.23024289309978485,,1.0
1.0,6.0,6.25,,11.458333333333334,0.23417656123638153,,1.0
1.0,7.0,12.5,,11.607142857142858,0.22779878973960876,,1.0
1.0,8.0,6.25,,10.9375,0.2286820411682129,,1.0
1.0,9.0,25.0,,12.5,0.22789303958415985,,1.0
1.0,10.0,0.0,,11.25,0.23427923023700714,,1.0
1.0,11.0,12.5,,11.363636363636363,0.23096780478954315,,1.0
1.0,12.0,12.5,,11.458333333333334,0.2359161674976349,,1.0
1.0,13.0,12.5,,11.538461538461538,0.2292170524597168,,1.0
1.0,14.0,6.25,,11.160714285714286,0.23099645972251892,,1.0
1.0,15.0,25.0,,12.083333333333334,0.224837064743042,,1.0
1.0,16.0,12.5,,12.109375,0.23042535781860352,,1.0
1.0,17.0,18.75,,12.5,0.22787344455718994,,1.0
1.0,18.0,12.5,,12.5,0.23201632499694824,,1.0
1.0,19.0,12.5,,12.5,0.23341278731822968,,1.0
1.0,20.0,18.75,,12.8125,0.22567765414714813,,1.0
1.0,21.0,18.75,,13.095238095238095,0.22689171135425568,,1.0
1.0,22.0,0.0,,12.5,0.23418526351451874,,1.0
1.0,23.0,12.5,,12.5,0.22861513495445251,,1.0
1.0,24.0,6.25,,12.239583333333334,0.23517537117004395,,1.0
1.0,25.0,18.75,,12.5,0.2259310930967331,,1.0
1.0,26.0,0.0,,12.01923076923077,0.2345653772354126,,1.0
1.0,27.0,6.25,,11.805555555555555,0.23105843365192413,,1.0
1.0,28.0,6.25,,11.607142857142858,0.22788786888122559,,1.0
1.0,29.0,12.5,,11.637931034482758,0.23015432059764862,,1.0
1.0,30.0,6.25,,11.458333333333334,0.2302670031785965,,1.0
1.0,31.0,18.75,,11.693548387096774,0.22772106528282166,,1.0
1.0,32.0,12.5,,11.71875,0.23039083182811737,,1.0
1.0,33.0,6.25,,11.553030303030303,0.2299918681383133,,1.0
1.0,34.0,6.25,,11.397058823529411,0.2309994250535965,,1.0
1.0,35.0,6.25,,11.25,0.2287498414516449,,1.0
1.0,36.0,25.0,,11.631944444444445,0.22484827041625977,,1.0
1.0,37.0,18.75,,11.824324324324325,0.22533030807971954,,1.0
1.0,38.0,18.75,,12.006578947368421,0.2231065332889557,,1.0
1.0,39.0,6.25,,11.85897435897436,0.22751319408416748,,1.0
1.0,40.0,6.25,,11.71875,0.2256065309047699,,1.0
1.0,41.0,6.25,,11.585365853658537,0.23902611434459686,,1.0
1.0,42.0,0.0,,11.30952380952381,0.22842998802661896,,1.0
1.0,43.0,0.0,,11.046511627906977,0.23064103722572327,,1.0
1.0,44.0,12.5,,11.079545454545455,0.2250405251979828,,1.0
1.0,45.0,37.5,,11.666666666666666,0.22083806991577148,,1.0
1.0,46.0,25.0,,11.956521739130435,0.22887447476387024,,1.0
1.0,47.0,12.5,,11.96808510638298,0.22320246696472168,,1.0
1.0,48.0,25.0,,12.239583333333334,0.21073034405708313,,1.0
1.0,49.0,18.75,,12.372448979591837,0.2171129286289215,,1.0
1.0,50.0,12.5,,12.375,0.24280135333538055,,1.0
1.0,51.0,18.75,,12.5,0.24097266793251038,,1.0
1.0,52.0,18.75,,12.620192307692308,0.22248344123363495,,1.0
1.0,53.0,18.75,,12.735849056603774,0.23098459839820862,,1.0
1.0,54.0,12.5,,12.731481481481481,0.22244295477867126,,1.0
1.0,55.0,18.75,,12.840909090909092,0.2340361326932907,,1.0
1.0,56.0,6.25,,12.723214285714286,0.23767118155956268,,1.0
1.0,57.0,12.5,,12.719298245614034,0.2330457866191864,,1.0
1.0,58.0,6.25,,12.607758620689655,0.22600238025188446,,1.0
1.0,59.0,25.0,,12.817796610169491,0.22042736411094666,,1.0
1.0,60.0,6.25,,12.708333333333334,0.22839446365833282,,1.0
1.0,61.0,18.75,,12.807377049180328,0.21671323478221893,,1.0
1.0,62.0,18.75,,12.903225806451612,0.2244187295436859,,1.0
1.0,63.0,6.25,,12.797619047619047,0.23839609324932098,,1.0
1.0,64.0,31.25,,13.0859375,0.22705110907554626,,1.0
1.0,65.0,18.75,,13.173076923076923,0.21870481967926025,,1.0
1.0,66.0,37.5,,13.541666666666666,0.21860098838806152,,1.0
1.0,67.0,12.5,,13.526119402985074,0.21680772304534912,,1.0
1.0,68.0,18.75,,13.602941176470589,0.2211005687713623,,1.0
1.0,69.0,25.0,,13.768115942028986,0.2242824137210846,,1.0
1.0,70.0,31.25,,14.017857142857142,0.21242108941078186,,1.0
1.0,71.0,12.5,,13.996478873239436,0.22808504104614258,,1.0
1.0,72.0,18.75,,14.0625,0.2142859250307083,,1.0
1.0,73.0,6.25,,13.955479452054794,0.22860057651996613,,1.0
1.0,74.0,25.0,,14.10472972972973,0.2168087661266327,,1.0
1.0,75.0,6.25,,14.0,0.22865667939186096,,1.0
1.0,76.0,31.25,,14.226973684210526,0.20651498436927795,,1.0
1.0,77.0,12.5,,14.204545454545455,0.2158832550048828,,1.0
1.0,78.0,31.25,,14.423076923076923,0.19345176219940186,,1.0
1.0,79.0,6.25,,14.319620253164556,0.19282643496990204,,1.0
1.0,80.0,18.75,,14.375,0.21536290645599365,,1.0
1.0,81.0,6.25,,14.274691358024691,0.22275066375732422,,1.0
1.0,82.0,6.25,,14.176829268292684,0.23429861664772034,,1.0
1.0,83.0,31.25,,14.382530120481928,0.20363478362560272,,1.0
1.0,84.0,18.75,,14.43452380952381,0.21456384658813477,,1.0
1.0,85.0,0.0,,14.264705882352942,0.23417384922504425,,1.0
1.0,86.0,25.0,,14.38953488372093,0.21014809608459473,,1.0
1.0,87.0,25.0,,14.511494252873563,0.19930505752563477,,1.0
1.0,88.0,18.75,,14.559659090909092,0.19469979405403137,,1.0
1.0,89.0,18.75,,14.606741573033707,0.22312994301319122,,1.0
1.0,90.0,43.75,,14.930555555555555,0.1688641607761383,,1.0
1.0,91.0,6.25,,14.835164835164836,0.23483093082904816,,1.0
1.0,92.0,25.0,,14.945652173913043,0.20351628959178925,,1.0
1.0,93.0,6.25,,14.852150537634408,0.22788207232952118,,1.0
1.0,94.0,6.25,,14.76063829787234,0.22529356181621552,,1.0
1.0,95.0,12.5,,14.736842105263158,0.20172329246997833,,1.0
1.0,96.0,12.5,,14.713541666666666,0.213047593832016,,1.0
1.0,97.0,18.75,,14.755154639175258,0.2091197967529297,,1.0
1.0,98.0,25.0,,14.85969387755102,0.21561622619628906,,1.0
1.0,99.0,18.75,,14.8989898989899,0.21909818053245544,,1.0
1.0,100.0,43.75,,15.1875,0.192978173494339,,1.0
1.0,101.0,12.5,,15.160891089108912,0.21417026221752167,,1.0
1.0,102.0,18.75,,15.196078431372548,0.17914165556430817,,1.0
1.0,103.0,25.0,,15.29126213592233,0.19710688292980194,,1.0
1.0,104.0,25.0,,15.384615384615385,0.22392527759075165,,1.0
1.0,105.0,18.75,,15.416666666666666,0.20820844173431396,,1.0
1.0,106.0,18.75,,15.44811320754717,0.22047463059425354,,1.0
1.0,107.0,31.25,,15.595794392523365,0.18226127326488495,,1.0
1.0,108.0,12.5,,15.56712962962963,0.22001978754997253,,1.0
1.0,109.0,6.25,,15.48165137614679,0.21765506267547607,,1.0
1.0,110.0,12.5,,15.454545454545455,0.19461451470851898,,1.0
1.0,111.0,25.0,,15.54054054054054,0.2006789743900299,,1.0
1.0,112.0,12.5,,15.513392857142858,0.22143802046775818,,1.0
1.0,113.0,18.75,,15.54203539823009,0.2020682841539383,,1.0
1.0,114.0,18.75,,15.570175438596491,0.1942414939403534,,1.0
1.0,115.0,18.75,,15.597826086956522,0.20217159390449524,,1.0
1.0,116.0,18.75,,15.625,0.22067555785179138,,1.0
1.0,117.0,25.0,,15.705128205128204,0.22500118613243103,,1.0
1.0,118.0,18.75,,15.73093220338983,0.24173882603645325,,1.0
1.0,119.0,25.0,,15.808823529411764,0.20483748614788055,,1.0
1.0,120.0,12.5,,15.78125,0.21627864241600037,,1.0
1.0,121.0,18.75,,15.805785123966942,0.21372003853321075,,1.0
1.0,122.0,6.25,,15.727459016393443,0.22701135277748108,,1.0
1.0,123.0,18.75,,15.752032520325203,0.21265563368797302,,1.0
1.0,124.0,25.0,,15.826612903225806,0.21241827309131622,,1.0
1.0,125.0,31.25,,15.95,0.1966690868139267,,1.0
1.0,126.0,25.0,,16.021825396825395,0.22893264889717102,,1.0
1.0,127.0,37.5,,16.190944881889763,0.20690330862998962,,1.0
1.0,128.0,6.25,,16.11328125,0.23451800644397736,,1.0
1.0,129.0,12.5,,16.085271317829456,0.2361256331205368,,1.0
1.0,130.0,37.5,,16.25,0.19110246002674103,,1.0
1.0,131.0,0.0,,16.125954198473284,0.21366366744041443,,1.0
1.0,132.0,43.75,,16.335227272727273,0.19799990952014923,,1.0
1.0,133.0,37.5,,16.49436090225564,0.20793867111206055,,1.0
1.0,134.0,12.5,,16.46455223880597,0.2034274786710739,,1.0
1.0,135.0,31.25,,16.574074074074073,0.2052478790283203,,1.0
1.0,136.0,25.0,,16.636029411764707,0.20614507794380188,,1.0
1.0,137.0,25.0,,16.697080291970803,0.19171132147312164,,1.0
1.0,138.0,31.25,,16.80253623188406,0.20262780785560608,,1.0
1.0,139.0,37.5,,16.951438848920862,0.19644097983837128,,1.0
1.0,140.0,12.5,,16.919642857142858,0.2287319153547287,,1.0
1.0,141.0,12.5,,16.888297872340427,0.20457950234413147,,1.0
1.0,142.0,12.5,,16.857394366197184,0.22624723613262177,,1.0
1.0,143.0,37.5,,17.001748251748253,0.1927078515291214,,1.0
1.0,144.0,37.5,,17.144097222222225,0.1886288970708847,,1.0
1.0,145.0,25.0,,17.198275862068968,0.2150779515504837,,1.0
1.0,146.0,31.25,,17.294520547945208,0.18628764152526855,,1.0
1.0,147.0,31.25,,17.38945578231293,0.1929638385772705,,1.0
1.0,148.0,50.0,,17.609797297297302,0.19920837879180908,,1.0
1.0,149.0,0.0,,17.491610738255037,0.20497512817382812,,1.0
1.0,150.0,31.25,,17.583333333333336,0.17485351860523224,,1.0
1.0,151.0,37.5,,17.715231788079475,0.2059718668460846,,1.0
1.0,152.0,25.0,,17.76315789473685,0.18091601133346558,,1.0
1.0,153.0,43.75,,17.93300653594772,0.17077481746673584,,1.0
1.0,154.0,31.25,,18.019480519480524,0.2170449197292328,,1.0
1.0,155.0,18.75,,18.024193548387103,0.18370826542377472,,1.0
1.0,156.0,12.5,,17.988782051282058,0.2097119390964508,,1.0
1.0,157.0,6.25,,17.914012738853508,0.25709113478660583,,1.0
1.0,158.0,31.25,,17.998417721518994,0.21287846565246582,,1.0
1.0,159.0,18.75,,18.003144654088057,0.2008810043334961,,1.0
1.0,160.0,12.5,,17.968750000000007,0.19130274653434753,,1.0
1.0,161.0,25.0,,18.012422360248454,0.2070898562669754,,1.0
1.0,162.0,25.0,,18.05555555555556,0.21314549446105957,,1.0
1.0,163.0,18.75,,18.05981595092025,0.22446241974830627,,1.0
1.0,164.0,18.75,,18.064024390243908,0.24598081409931183,,1.0
1.0,165.0,43.75,,18.219696969696976,0.187923863530159,,1.0
1.0,166.0,25.0,,18.260542168674704,0.20211775600910187,,1.0
1.0,167.0,18.75,,18.26347305389222,0.20656923949718475,,1.0
1.0,168.0,25.0,,18.303571428571434,0.21142463386058807,,1.0
1.0,169.0,12.5,,18.269230769230774,0.19733697175979614,,1.0
1.0,170.0,25.0,,18.30882352941177,0.18965613842010498,,1.0
1.0,171.0,18.75,,18.31140350877194,0.213347390294075,,1.0
1.0,172.0,25.0,,18.350290697674428,0.21259458363056183,,1.0
1.0,173.0,25.0,,18.38872832369943,0.2037985771894455,,1.0
1.0,174.0,37.5,,18.498563218390814,0.20173659920692444,,1.0
1.0,175.0,31.25,,18.57142857142858,0.2002813071012497,,1.0
1.0,176.0,25.0,,18.607954545454554,0.2050122320652008,,1.0
1.0,177.0,68.75,,18.891242937853114,0.15915194153785706,,1.0
1.0,178.0,31.25,,18.96067415730338,0.19275131821632385,,1.0
1.0,179.0,25.0,,18.994413407821238,0.18852704763412476,,1.0
1.0,180.0,12.5,,18.95833333333334,0.2146654576063156,,1.0
1.0,181.0,12.5,,18.922651933701662,0.19066619873046875,,1.0
1.0,182.0,6.25,,18.85302197802198,0.20742686092853546,,1.0
1.0,183.0,18.75,,18.852459016393446,0.1995600014925003,,1.0
1.0,184.0,37.5,,18.95380434782609,0.17624184489250183,,1.0
1.0,185.0,18.75,,18.952702702702705,0.24134202301502228,,1.0
1.0,186.0,31.25,,19.01881720430108,0.18090812861919403,,1.0
1.0,187.0,25.0,,19.050802139037437,0.18433606624603271,,1.0
1.0,188.0,18.75,,19.049202127659576,0.22789716720581055,,1.0
1.0,189.0,25.0,,19.080687830687832,0.19131414592266083,,1.0
1.0,190.0,31.25,,19.144736842105267,0.1819276660680771,,1.0
1.0,191.0,25.0,,19.175392670157073,0.19530899822711945,,1.0
1.0,192.0,37.5,,19.27083333333334,0.1895027905702591,,1.0
1.0,193.0,18.75,,19.268134715025912,0.18933340907096863,,1.0
1.0,194.0,12.5,,19.233247422680417,0.2261282503604889,,1.0
1.0,195.0,0.0,,19.13461538461539,0.2253713309764862,,1.0
1.0,196.0,12.5,,19.100765306122454,0.2092873752117157,,1.0
1.0,197.0,37.5,,19.19416243654823,0.20513086020946503,,1.0
1.0,198.0,18.75,,19.191919191919197,0.2254939079284668,,1.0
1.0,199.0,18.75,,19.189698492462316,0.19737136363983154,,1.0
1.0,200.0,25.0,,19.218750000000004,0.18553516268730164,,1.0
1.0,201.0,25.0,,19.24751243781095,0.2360493391752243,,1.0
1.0,202.0,18.75,,19.2450495049505,0.19209854304790497,,1.0
1.0,203.0,37.5,,19.334975369458135,0.17864103615283966,,1.0
1.0,204.0,18.75,,19.332107843137262,0.18984344601631165,,1.0
1.0,205.0,37.5,,19.42073170731708,0.18696311116218567,,1.0
1.0,206.0,18.75,,19.41747572815535,0.21511304378509521,,1.0
1.0,207.0,12.5,,19.384057971014503,0.19720721244812012,,1.0
1.0,208.0,18.75,,19.381009615384627,0.1842322051525116,,1.0
1.0,209.0,25.0,,19.407894736842117,0.18491895496845245,,1.0
1.0,210.0,31.25,,19.464285714285726,0.18133088946342468,,1.0
1.0,211.0,50.0,,19.609004739336502,0.17973634600639343,,1.0
1.0,212.0,31.25,,19.663915094339632,0.21142825484275818,,1.0
1.0,213.0,12.5,,19.630281690140855,0.23150105774402618,,1.0
1.0,214.0,0.0,,19.538551401869167,0.23342680931091309,,1.0
1.0,215.0,18.75,,19.534883720930242,0.18274708092212677,,1.0
1.0,216.0,18.75,,19.531250000000007,0.222243994474411,,1.0
1.0,217.0,31.25,,19.585253456221206,0.18208834528923035,,1.0
1.0,218.0,12.5,,19.55275229357799,0.19426575303077698,,1.0
1.0,219.0,25.0,,19.577625570776263,0.21333643794059753,,1.0
1.0,220.0,43.75,,19.687500000000007,0.1774677038192749,,1.0
1.0,221.0,18.75,,19.683257918552044,0.18724864721298218,,1.0
1.0,222.0,37.5,,19.763513513513523,0.1826515942811966,,1.0
1.0,223.0,31.25,,19.81502242152467,0.16922427713871002,,1.0
