Epoch,Batch,Iteration,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Unsupervised_Loss,Supervised_Loss
1.0,1.0,0.0,12.5,,12.5,0.0032093292102217674,2.313448429107666
1.0,2.0,1.0,25.0,,18.75,0.0023497750516980886,2.2895431518554688
1.0,3.0,2.0,3.22580623626709,,13.575268745422363,0.0033197791781276464,2.312467098236084
1.0,4.0,3.0,9.67741870880127,,12.60080623626709,0.0032573239877820015,2.3029673099517822
1.0,5.0,4.0,9.67741870880127,,12.016128730773925,0.002926151268184185,2.3153676986694336
1.0,6.0,5.0,3.22580623626709,,10.551074981689453,0.0022084293887019157,2.2861328125
1.0,7.0,6.0,19.35483741760254,,11.808755329677037,0.0022714133374392986,2.299813747406006
1.0,8.0,7.0,3.22580623626709,,10.735886693000793,0.0024551854003220797,2.3207075595855713
1.0,8.0,8.0,3.22580623626709,8.90000057220459,9.79712663590908,0.0024551854003220797,2.3207075595855713
2.0,1.0,9.0,6.25,,6.25,0.0019170717569068074,2.3121519088745117
2.0,2.0,10.0,21.875,,14.0625,0.0013303142040967941,2.289271116256714
2.0,3.0,11.0,16.129032135009766,,14.751344045003256,0.0011598573764786124,2.2896478176116943
2.0,4.0,12.0,19.35483741760254,,15.902217388153076,0.001063181203790009,2.265244722366333
2.0,5.0,13.0,6.45161247253418,,14.012096405029297,0.0016087110852822661,2.298954963684082
2.0,6.0,14.0,19.35483741760254,,14.90255324045817,0.0021873386576771736,2.2813642024993896
2.0,7.0,15.0,9.67741870880127,,14.156105450221471,0.0026164271403104067,2.3208136558532715
2.0,8.0,16.0,12.90322494506836,,13.999495387077332,0.002824319526553154,2.2977468967437744
2.0,8.0,17.0,12.90322494506836,8.90000057220459,13.86246158182621,0.002824319526553154,2.2977468967437744
3.0,1.0,18.0,12.5,,12.5,0.0025503255892544985,2.295424461364746
3.0,2.0,19.0,15.625,,14.0625,0.0022186851128935814,2.2826716899871826
3.0,3.0,20.0,16.129032135009766,,14.751344045003256,0.0022810848895460367,2.2831642627716064
3.0,4.0,21.0,6.45161247253418,,12.676411151885986,0.0025841204915195704,2.320708751678467
3.0,5.0,22.0,16.129032135009766,,13.366935348510742,0.002083096420392394,2.2728207111358643
3.0,6.0,23.0,29.032257080078125,,15.977822303771973,0.001994872698560357,2.230353593826294
3.0,7.0,24.0,9.67741870880127,,15.077764647347587,0.0030774271581321955,2.2861008644104004
3.0,8.0,25.0,6.45161247253418,,13.99949562549591,0.004166550934314728,2.297333002090454
3.0,8.0,26.0,6.45161247253418,8.90000057220459,13.056010231375694,0.004166550934314728,2.297333002090454
4.0,1.0,27.0,15.625,,15.625,0.004653735551983118,2.2429332733154297
4.0,2.0,28.0,12.5,,14.0625,0.006278989836573601,2.298882007598877
4.0,3.0,29.0,12.90322494506836,,13.676074981689453,0.005989163648337126,2.258544683456421
4.0,4.0,30.0,9.67741870880127,,12.676410913467407,0.005161291919648647,2.276806354522705
4.0,5.0,31.0,25.80644989013672,,15.30241870880127,0.004366575740277767,2.2467544078826904
4.0,6.0,32.0,12.90322494506836,,14.902553081512451,0.004322870168834925,2.2701921463012695
4.0,7.0,33.0,16.129032135009766,,15.07776437486921,0.003633958287537098,2.248689651489258
4.0,8.0,34.0,6.45161247253418,,13.999495387077332,0.004134357441216707,2.3196401596069336
4.0,8.0,35.0,6.45161247253418,8.90000057220459,13.056010022759438,0.004134357441216707,2.3196401596069336
5.0,1.0,36.0,15.625,,15.625,0.003137313760817051,2.2468366622924805
5.0,2.0,37.0,12.5,,14.0625,0.0026705367490649223,2.2672741413116455
5.0,3.0,38.0,6.45161247253418,,11.525537490844727,0.003818744095042348,2.3101723194122314
5.0,4.0,39.0,16.129032135009766,,12.676411151885986,0.0027678448241204023,2.257695436477661
5.0,5.0,40.0,16.129032135009766,,13.366935348510742,0.003207241417840123,2.1742968559265137
5.0,6.0,41.0,9.67741870880127,,12.752015908559164,0.006551844533532858,2.261362314224243
5.0,7.0,42.0,12.90322494506836,,12.773617199489049,0.012027040123939514,2.2401955127716064
5.0,8.0,43.0,22.580644607543945,,13.99949562549591,0.018657037988305092,2.1454033851623535
5.0,8.0,44.0,22.580644607543945,9.0,15.072139248251915,0.018657037988305092,2.1454033851623535
6.0,1.0,45.0,15.625,,15.625,0.023892858996987343,2.254669189453125
6.0,2.0,46.0,18.75,,17.1875,0.012693834491074085,2.1878719329833984
6.0,3.0,47.0,19.35483741760254,,17.909945805867512,0.006947886198759079,2.252986192703247
6.0,4.0,48.0,9.67741870880127,,15.851814031600952,0.0049367803148925304,2.318608522415161
6.0,5.0,49.0,19.35483741760254,,16.55241870880127,0.0024518505670130253,2.2747373580932617
6.0,6.0,50.0,25.80644989013672,,18.094757239023846,0.001968271564692259,2.2500698566436768
6.0,7.0,51.0,22.580644607543945,,18.73559829166957,0.002467094687744975,2.1812798976898193
6.0,8.0,52.0,19.35483741760254,,18.813003182411194,0.007948771119117737,2.2539806365966797
6.0,8.0,53.0,19.35483741760254,10.40000057220459,18.880732461810112,0.007948771119117737,2.2539806365966797
7.0,1.0,54.0,9.375,,9.375,0.015813790261745453,2.2110366821289062
7.0,2.0,55.0,18.75,,14.0625,0.01758532039821148,2.1757659912109375
7.0,3.0,56.0,12.90322494506836,,13.676074981689453,0.02967565692961216,2.2785542011260986
7.0,4.0,57.0,22.580644607543945,,15.902217388153076,0.020733796060085297,2.127685308456421
7.0,5.0,58.0,32.25806427001953,,19.173386764526366,0.014015799388289452,2.185279130935669
7.0,6.0,59.0,16.129032135009766,,18.6659943262736,0.008516695350408554,2.1903302669525146
7.0,7.0,60.0,19.35483741760254,,18.764400482177734,0.007431259844452143,2.2569146156311035
7.0,8.0,61.0,22.580644607543945,,19.24143099784851,0.006224066950380802,2.2959370613098145
7.0,8.0,62.0,22.580644607543945,18.600000381469727,19.65883269906044,0.006224066950380802,2.2959370613098145
8.0,1.0,63.0,28.125,,28.125,0.005130444187670946,2.213388442993164
8.0,2.0,64.0,21.875,,25.0,0.005507642403244972,2.23360013961792
8.0,3.0,65.0,19.35483741760254,,23.118279139200848,0.007811303250491619,2.2279088497161865
8.0,4.0,66.0,25.80644989013672,,23.790321826934814,0.0127290990203619,2.160133123397827
8.0,5.0,67.0,12.90322494506836,,21.612902450561524,0.033410362899303436,2.212763786315918
8.0,6.0,68.0,19.35483741760254,,21.23655827840169,0.030642589554190636,2.13340425491333
8.0,7.0,69.0,25.80644989013672,,21.889399937220983,0.029171861708164215,2.1651251316070557
8.0,8.0,70.0,25.80644989013672,,22.37903118133545,0.015183745883405209,2.214658737182617
8.0,8.0,71.0,25.80644989013672,18.799999237060547,22.807458519935608,0.015183745883405209,2.214658737182617
9.0,1.0,72.0,15.625,,15.625,0.007759534753859043,2.210726499557495
9.0,2.0,73.0,25.0,,20.3125,0.004747551400214434,2.209059715270996
9.0,3.0,74.0,32.25806427001953,,24.294354756673176,0.00453346548601985,2.242802858352661
9.0,4.0,75.0,9.67741870880127,,20.6401207447052,0.007690245285630226,2.262178897857666
9.0,5.0,76.0,29.032257080078125,,22.318548011779786,0.013605010695755482,2.146361827850342
9.0,6.0,77.0,32.25806427001953,,23.975134054819744,0.02523103542625904,1.9243462085723877
9.0,7.0,78.0,16.129032135009766,,22.854262351989746,0.07769038528203964,2.439377546310425
9.0,8.0,79.0,9.67741870880127,,21.207156896591187,0.04885408654808998,2.218801736831665
9.0,8.0,80.0,9.67741870880127,15.700000762939453,19.765939623117447,0.04885408654808998,2.218801736831665
10.0,1.0,81.0,28.125,,28.125,0.023799840360879898,2.1796231269836426
10.0,2.0,82.0,18.75,,23.4375,0.007325795479118824,2.1941475868225098
10.0,3.0,83.0,22.580644607543945,,23.15188153584798,0.003430331591516733,2.145297050476074
10.0,4.0,84.0,22.580644607543945,,23.009072303771973,0.0020440092775970697,2.28316593170166
10.0,5.0,85.0,16.129032135009766,,21.63306427001953,0.0017096113879233599,2.2574853897094727
10.0,6.0,86.0,9.67741870880127,,19.640456676483154,0.003504782682284713,2.292325019836426
10.0,7.0,87.0,12.90322494506836,,18.677995000566757,0.0037564621306955814,2.2742481231689453
10.0,8.0,88.0,12.90322494506836,,17.956148743629456,0.006556173786520958,2.2968664169311523
10.0,8.0,89.0,12.90322494506836,13.199999809265137,17.32453326880932,0.006556173786520958,2.2968664169311523
11.0,1.0,90.0,21.875,,21.875,0.003876718459650874,2.1899490356445312
11.0,2.0,91.0,31.25,,26.5625,0.006519704591482878,2.1810123920440674
11.0,3.0,92.0,16.129032135009766,,23.08467737833659,0.013075954280793667,2.3736793994903564
11.0,4.0,93.0,19.35483741760254,,22.152217388153076,0.008032717742025852,2.252782106399536
11.0,5.0,94.0,19.35483741760254,,21.592741394042967,0.005260700359940529,2.193153142929077
11.0,6.0,95.0,6.45161247253418,,19.069219907124836,0.00947586353868246,2.322258949279785
11.0,7.0,96.0,22.580644607543945,,19.57085200718471,0.00989613588899374,2.2511260509490967
11.0,8.0,97.0,25.80644989013672,,20.35030174255371,0.011625695042312145,2.1931416988372803
