Epoch,Batch,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Divergence_Loss,Supervised_Loss,TSA_Limit
1.0,1.0,12.5,,12.5,0.0010552690364420414,0.2384251058101654,0.1
1.0,2.0,12.5,,12.5,0.0015483942115679383,0.23133894801139832,0.10562500000000001
1.0,3.0,25.0,,16.666666666666668,0.001250383211299777,0.23215875029563904,0.11125
1.0,4.0,12.5,,15.625,0.0010641352273523808,0.23536381125450134,0.116875
1.0,5.0,14.285715103149414,,15.357143020629882,0.0007852502167224884,0.23197627067565918,0.12250000000000001
1.0,6.0,14.285715103149414,,15.178571701049805,0.0005745923263020813,0.2279646247625351,0.12812500000000002
1.0,7.0,0.0,,13.010204315185547,0.0005977749242447317,0.23110593855381012,0.13375
1.0,8.0,14.720000267028809,,14.955357551574707,0.0005934742512181401,0.2288452386856079,0.139375
2.0,1.0,25.0,,25.0,0.0006004184833727777,0.22796645760536194,0.14500000000000002
2.0,2.0,25.0,,25.0,0.0006380234844982624,0.22859933972358704,0.150625
2.0,3.0,25.0,,25.0,0.0006162779754959047,0.22418145835399628,0.15625
2.0,4.0,0.0,,18.75,0.000836070510558784,0.23061279952526093,0.16187500000000002
2.0,5.0,0.0,,15.0,0.0009097782894968987,0.2317955046892166,0.1675
2.0,6.0,42.85714340209961,,19.64285723368327,0.0008629744406789541,0.22242048382759094,0.17312500000000003
2.0,7.0,28.571430206298828,,20.918367658342635,0.0009593210997991264,0.22428275644779205,0.17875000000000002
2.0,8.0,17.470001220703125,,23.660714626312256,0.0012672330485656857,0.22288601100444794,0.184375
3.0,1.0,25.0,,25.0,0.0014952190686017275,0.22427229583263397,0.19
3.0,2.0,12.5,,18.75,0.001840322045609355,0.22239303588867188,0.195625
3.0,3.0,25.0,,20.833333333333332,0.0023930484894663095,0.2230069935321808,0.20125
3.0,4.0,12.5,,18.75,0.0025910658296197653,0.2298860102891922,0.206875
3.0,5.0,28.571430206298828,,20.714286041259765,0.0027426034212112427,0.22172042727470398,0.21250000000000002
3.0,6.0,42.85714340209961,,24.404762268066406,0.0024829574394971132,0.2131781131029129,0.218125
3.0,7.0,14.285715103149414,,22.959184101649694,0.002656159922480583,0.22564880549907684,0.22375
3.0,8.0,38.34000015258789,,23.660714864730835,0.003288762178272009,0.21902388334274292,0.229375
4.0,1.0,37.5,,37.5,0.003686917247250676,0.21096721291542053,0.23500000000000001
4.0,2.0,50.0,,43.75,0.004082678817212582,0.20465810596942902,0.240625
4.0,3.0,50.0,,45.833333333333336,0.0053260959684848785,0.20350022614002228,0.24625000000000002
4.0,4.0,37.5,,43.75,0.007292274851351976,0.2122982293367386,0.251875
4.0,5.0,14.285715103149414,,37.857143020629884,0.008511766791343689,0.21857850253582,0.2575
4.0,6.0,71.42857360839844,,43.452381451924644,0.00945733580738306,0.19390994310379028,0.263125
4.0,7.0,57.142860412597656,,45.408164160592214,0.012347125448286533,0.20019976794719696,0.26875000000000004
4.0,8.0,50.58000183105469,,48.66071534156799,0.013898740522563457,0.19338709115982056,0.27437500000000004
5.0,1.0,37.5,,37.5,0.014118751510977745,0.18890054523944855,0.28
5.0,2.0,50.0,,43.75,0.016195038333535194,0.19446580111980438,0.285625
5.0,3.0,75.0,,54.166666666666664,0.016072753816843033,0.17330504953861237,0.29125
5.0,4.0,37.5,,50.0,0.018693095073103905,0.2020450383424759,0.296875
5.0,5.0,42.85714340209961,,48.57142868041992,0.0190118458122015,0.1959718018770218,0.3025
5.0,6.0,71.42857360839844,,52.38095283508301,0.017368244007229805,0.1819830983877182,0.308125
5.0,7.0,42.85714340209961,,51.020408630371094,0.016129491850733757,0.18991246819496155,0.31375
5.0,8.0,57.16999816894531,,51.785715103149414,0.017624372616410255,0.17167767882347107,0.31937499999999996
6.0,1.0,75.0,,75.0,0.017635216936469078,0.17182300984859467,0.325
6.0,2.0,75.0,,75.0,0.01608399860560894,0.17814922332763672,0.330625
6.0,3.0,100.0,,83.33333333333333,0.016807125881314278,0.1579609364271164,0.33625000000000005
6.0,4.0,25.0,,68.75,0.018579550087451935,0.18876659870147705,0.34187500000000004
6.0,5.0,85.71428680419922,,72.14285736083984,0.021547384560108185,0.16341479122638702,0.34750000000000003
6.0,6.0,71.42857360839844,,72.02381006876628,0.024886691942811012,0.15895134210586548,0.353125
6.0,7.0,85.71428680419922,,73.97959245954242,0.03254586458206177,0.17375963926315308,0.35875
6.0,8.0,61.44000244140625,,73.66071510314941,0.02939557284116745,0.149614617228508,0.364375
7.0,1.0,75.0,,75.0,0.032153185456991196,0.14911705255508423,0.37
7.0,2.0,75.0,,75.0,0.03194071725010872,0.14721958339214325,0.375625
7.0,3.0,87.5,,79.16666666666667,0.02848600223660469,0.1499614119529724,0.38125
7.0,4.0,37.5,,68.75,0.028347354382276535,0.1757906973361969,0.38687499999999997
7.0,5.0,71.42857360839844,,69.28571472167968,0.023636136204004288,0.158879354596138,0.39250000000000007
7.0,6.0,71.42857360839844,,69.64285786946614,0.02195168286561966,0.1423555165529251,0.39812499999999995
7.0,7.0,71.42857360839844,,69.89796011788505,0.029544856399297714,0.15581266582012177,0.40375000000000005
7.0,8.0,66.7699966430664,,70.08928680419922,0.031199956312775612,0.1786118894815445,0.40937500000000004
8.0,1.0,87.5,,87.5,0.03132341802120209,0.1373559683561325,0.41500000000000004
8.0,2.0,87.5,,87.5,0.024801617488265038,0.14684823155403137,0.420625
8.0,3.0,100.0,,91.66666666666667,0.024870490655303,0.14356790482997894,0.42625
8.0,4.0,75.0,,87.5,0.02729104459285736,0.14676471054553986,0.431875
8.0,5.0,100.0,,90.0,0.02778850868344307,0.151039719581604,0.4375
8.0,6.0,85.71428680419922,,89.28571446736653,0.031278833746910095,0.1404760181903839,0.443125
8.0,7.0,100.0,,90.81632668631417,0.03840798884630203,0.14175011217594147,0.44875
8.0,8.0,70.02999877929688,,88.3928575515747,0.04316207394003868,0.14050215482711792,0.454375
9.0,1.0,87.5,,87.5,0.039096783846616745,0.13622112572193146,0.4600000000000001
9.0,2.0,87.5,,87.5,0.03400297462940216,0.12944376468658447,0.46562500000000007
9.0,3.0,87.5,,87.5,0.030966345220804214,0.12488531321287155,0.47124999999999995
9.0,4.0,62.5,,81.25,0.030595185235142708,0.15777307748794556,0.47687500000000005
9.0,5.0,85.71428680419922,,82.14285736083984,0.027836434543132782,0.12656407058238983,0.48250000000000004
9.0,6.0,71.42857360839844,,80.35714340209961,0.030821483582258224,0.14253026247024536,0.48812500000000003
9.0,7.0,71.42857360839844,,79.08163343157086,0.03416714817285538,0.13475458323955536,0.49375
9.0,8.0,74.37999725341797,,79.91071510314941,0.03866845369338989,0.1255723088979721,0.499375
10.0,1.0,87.5,,87.5,0.04139111936092377,0.14409133791923523,0.505
10.0,2.0,87.5,,87.5,0.034508511424064636,0.1129428893327713,0.510625
10.0,3.0,100.0,,91.66666666666667,0.027771877124905586,0.10209491848945618,0.51625
10.0,4.0,75.0,,87.5,0.02998283877968788,0.13886186480522156,0.521875
10.0,5.0,85.71428680419922,,87.14285736083984,0.033238280564546585,0.12139909714460373,0.5275
