Epoch,Batch,Training_Accuracy,Validation_Accuracy,Weighted_Training_Accuracy,Divergence_Loss,Supervised_Loss,TSA_Limit
1.0,1.0,18.75,,18.75,0.018214821815490723,0.23956654965877533,0.1
1.0,2.0,6.25,,12.5,0.019446978345513344,0.24358367919921875,0.1003781512605042
1.0,3.0,12.5,,12.5,0.005953412503004074,0.23770159482955933,0.10075630252100841
1.0,4.0,21.875,,14.84375,0.0011721239425241947,0.23212911188602448,0.10113445378151262
1.0,5.0,12.5,,14.375,0.0003875717520713806,0.2305801808834076,0.10151260504201681
1.0,6.0,37.5,,18.229166666666668,0.00025180139346048236,0.23048536479473114,0.10189075630252101
1.0,7.0,28.125,,19.642857142857142,0.00017697978182695806,0.23017625510692596,0.10226890756302522
1.0,8.0,9.375,,18.359375,0.0001431217388017103,0.23010127246379852,0.10264705882352941
1.0,9.0,18.75,,18.40277777777778,0.00010877578461077064,0.22976931929588318,0.10302521008403362
1.0,10.0,12.5,,17.8125,9.637113544158638e-05,0.22997789084911346,0.10340336134453781
1.0,11.0,15.625,,17.613636363636363,8.121899736579508e-05,0.2299589216709137,0.10378151260504202
1.0,12.0,18.75,,17.708333333333332,7.096933404682204e-05,0.2297593057155609,0.10415966386554623
1.0,13.0,31.25,,18.75,6.2268489273265e-05,0.22932782769203186,0.10453781512605043
1.0,14.0,18.75,,18.75,6.656096957158297e-05,0.22999875247478485,0.10491596638655462
1.0,15.0,28.125,,19.375,6.456748087657616e-05,0.22979393601417542,0.10529411764705883
1.0,16.0,18.75,,19.3359375,7.403900963254273e-05,0.2293219119310379,0.10567226890756304
1.0,17.0,31.25,,20.03676470588235,7.578322401968762e-05,0.22925062477588654,0.10605042016806723
1.0,18.0,21.875,,20.13888888888889,9.160388435702771e-05,0.2294895201921463,0.10642857142857143
1.0,19.0,40.625,,21.217105263157894,0.00012809439795091748,0.2281951904296875,0.10680672268907564
1.0,20.0,25.0,,21.40625,0.00017158719128929079,0.229441836476326,0.10718487394957983
1.0,21.0,15.625,,21.13095238095238,0.0002436504582874477,0.22924382984638214,0.10756302521008404
1.0,22.0,21.875,,21.164772727272727,0.00033853735658340156,0.22921594977378845,0.10794117647058823
1.0,23.0,18.75,,21.059782608695652,0.0004139715456403792,0.22952108085155487,0.10831932773109244
1.0,24.0,31.25,,21.484375,0.00042237737216055393,0.2278803437948227,0.10869747899159665
1.0,25.0,3.125,,20.75,0.0005482799606397748,0.22991713881492615,0.10907563025210085
1.0,26.0,12.5,,20.432692307692307,0.0006016939878463745,0.22854262590408325,0.10945378151260504
1.0,27.0,15.625,,20.25462962962963,0.0006066907662898302,0.22873547673225403,0.10983193277310925
1.0,28.0,21.875,,20.3125,0.0005957680405117571,0.22786454856395721,0.11021008403361345
1.0,29.0,43.75,,21.120689655172413,0.0006050841766409576,0.22581911087036133,0.11058823529411765
1.0,30.0,34.375,,21.5625,0.0006830267375335097,0.22710542380809784,0.11096638655462185
1.0,31.0,56.25,,22.681451612903224,0.0007782794418744743,0.2246752679347992,0.11134453781512606
1.0,32.0,43.75,,23.33984375,0.0010136524215340614,0.2251618504524231,0.11172268907563027
1.0,33.0,53.125,,24.242424242424242,0.0014443694381043315,0.22552372515201569,0.11210084033613446
1.0,34.0,46.875,,24.908088235294116,0.0018050236394628882,0.22568966448307037,0.11247899159663866
1.0,35.0,53.125,,25.714285714285715,0.0021413082722574472,0.22381696105003357,0.11285714285714286
1.0,36.0,68.75,,26.90972222222222,0.0030999162700027227,0.22425387799739838,0.11323529411764706
1.0,37.0,68.75,,28.04054054054054,0.003541090525686741,0.22251853346824646,0.11361344537815127
1.0,38.0,68.75,,29.111842105263158,0.0036270413547754288,0.22248715162277222,0.11399159663865546
1.0,39.0,56.25,,29.807692307692307,0.0034088382963091135,0.2219093292951584,0.11436974789915967
1.0,40.0,78.125,,31.015625,0.003011188004165888,0.22145497798919678,0.11474789915966388
1.0,41.0,71.875,,32.01219512195122,0.0030395365320146084,0.2212502807378769,0.11512605042016807
1.0,42.0,75.0,,33.03571428571429,0.0033561047166585922,0.22201071679592133,0.11550420168067227
1.0,43.0,71.875,,33.9389534883721,0.0033883131109178066,0.22049298882484436,0.11588235294117648
1.0,44.0,75.0,,34.87215909090909,0.0036772952880710363,0.21987734735012054,0.11626050420168069
1.0,45.0,84.375,,35.97222222222222,0.0035984539426863194,0.21939341723918915,0.11663865546218488
1.0,46.0,90.625,,37.16032608695652,0.004133760929107666,0.21908381581306458,0.11701680672268908
1.0,47.0,78.125,,38.03191489361702,0.00510863121598959,0.22039327025413513,0.11739495798319328
1.0,48.0,78.125,,38.8671875,0.00471731461584568,0.2199973613023758,0.11777310924369748
1.0,49.0,93.75,,39.98724489795919,0.006260888651013374,0.21701623499393463,0.11815126050420169
1.0,50.0,75.0,,40.68750000000001,0.0055867331102490425,0.21633155643939972,0.11852941176470588
1.0,51.0,84.375,,41.54411764705883,0.005139047745615244,0.21777701377868652,0.11890756302521009
1.0,52.0,90.625,,42.48798076923078,0.005842205137014389,0.21570007503032684,0.1192857142857143
1.0,53.0,93.75,,43.45518867924529,0.005916602909564972,0.21603767573833466,0.1196638655462185
1.0,54.0,87.5,,44.27083333333334,0.006565982475876808,0.21809327602386475,0.12004201680672269
1.0,55.0,78.125,,44.88636363636365,0.005844651721417904,0.2163904309272766,0.1204201680672269
1.0,56.0,87.5,,45.64732142857144,0.005506198387593031,0.21533150970935822,0.12079831932773111
1.0,57.0,90.625,,46.43640350877194,0.006040112115442753,0.21512968838214874,0.1211764705882353
1.0,58.0,93.75,,47.2521551724138,0.007274331524968147,0.21489651501178741,0.1215546218487395
1.0,59.0,96.875,,48.09322033898306,0.006054350640624762,0.21468546986579895,0.1219327731092437
1.0,60.0,90.625,,48.80208333333334,0.007912864908576012,0.214857280254364,0.1223109243697479
1.0,61.0,90.625,,49.4877049180328,0.007144399918615818,0.21226894855499268,0.12268907563025211
1.0,62.0,90.625,,50.15120967741936,0.007579868659377098,0.21435636281967163,0.1230672268907563
1.0,63.0,93.75,,50.843253968253975,0.006273300386965275,0.21337996423244476,0.12344537815126051
1.0,64.0,81.25,,51.31835937500001,0.00728787062689662,0.21795320510864258,0.12382352941176471
1.0,65.0,96.875,,52.019230769230774,0.007824819535017014,0.21308989822864532,0.12420168067226892
1.0,66.0,90.625,,52.60416666666667,0.00810910202562809,0.21312619745731354,0.12457983193277311
1.0,67.0,96.875,,53.26492537313433,0.008702544495463371,0.21176137030124664,0.12495798319327732
1.0,68.0,90.625,,53.81433823529412,0.006788348313421011,0.2119864672422409,0.12533613445378153
