223 unlabelled training bactches, 94 labelled batches. Will reuse samples to match batch numbers
Epoch 1, train accuracy:0.00%, batch: 1/223
Epoch 3, train accuracy:18.12%, batch: 74/223
Epoch 3, train accuracy:18.17%, batch: 75/223
Epoch 3, train accuracy:18.22%, batch: 76/223
Epoch 3, train accuracy:18.26%, batch: 77/223
Epoch 3, train accuracy:18.31%, batch: 78/223
Epoch 3, train accuracy:18.35%, batch: 79/223
Epoch 3, train accuracy:18.40%, batch: 80/223
Epoch 3, train accuracy:18.44%, batch: 81/223
Epoch 3, train accuracy:18.48%, batch: 82/223
Epoch 3, train accuracy:18.52%, batch: 83/223
Epoch 3, train accuracy:18.56%, batch: 84/223
Epoch 3, train accuracy:18.60%, batch: 85/223
Epoch 3, train accuracy:18.64%, batch: 86/223
Epoch 3, train accuracy:18.68%, batch: 87/223
Epoch 3, train accuracy:18.71%, batch: 88/223
Epoch 3, train accuracy:18.75%, batch: 89/223
Epoch 3, train accuracy:18.78%, batch: 90/223
Epoch 3, train accuracy:18.82%, batch: 91/223
Epoch 3, train accuracy:18.85%, batch: 92/223
Epoch 3, train accuracy:18.88%, batch: 93/223
Epoch 3, train accuracy:18.92%, batch: 94/223
Epoch 3, train accuracy:18.95%, batch: 95/223
Epoch 3, train accuracy:18.98%, batch: 96/223
Epoch 3, train accuracy:19.01%, batch: 97/223
Epoch 3, train accuracy:19.04%, batch: 98/223
Epoch 3, train accuracy:19.07%, batch: 99/223
Epoch 3, train accuracy:19.09%, batch: 100/223
Epoch 3, train accuracy:19.12%, batch: 101/223
Epoch 3, train accuracy:19.15%, batch: 102/223
Epoch 3, train accuracy:19.17%, batch: 103/223
Epoch 3, train accuracy:19.20%, batch: 104/223
Epoch 3, train accuracy:19.23%, batch: 105/223
Epoch 3, train accuracy:19.25%, batch: 106/223
Epoch 3, train accuracy:19.28%, batch: 107/223
Epoch 3, train accuracy:19.30%, batch: 108/223
Epoch 3, train accuracy:19.32%, batch: 109/223
Epoch 3, train accuracy:19.35%, batch: 110/223
Epoch 3, train accuracy:19.37%, batch: 111/223
Epoch 3, train accuracy:19.39%, batch: 112/223
Epoch 3, train accuracy:19.41%, batch: 113/223
Epoch 3, train accuracy:19.44%, batch: 114/223
Epoch 3, train accuracy:19.46%, batch: 115/223
Epoch 3, train accuracy:19.48%, batch: 116/223
Epoch 3, train accuracy:19.50%, batch: 117/223
Epoch 3, train accuracy:19.52%, batch: 118/223
Epoch 3, train accuracy:19.54%, batch: 119/223
Epoch 3, train accuracy:19.56%, batch: 120/223
Epoch 3, train accuracy:19.58%, batch: 121/223
Epoch 3, train accuracy:19.60%, batch: 122/223
Epoch 3, train accuracy:19.49%, batch: 123/223
Epoch 3, train accuracy:19.38%, batch: 124/223
Epoch 3, train accuracy:19.28%, batch: 125/223
Epoch 3, train accuracy:19.17%, batch: 126/223
Epoch 3, train accuracy:19.07%, batch: 127/223
Epoch 3, train accuracy:18.97%, batch: 128/223
Epoch 3, train accuracy:18.87%, batch: 129/223
Epoch 3, train accuracy:18.77%, batch: 130/223
Epoch 3, train accuracy:18.68%, batch: 131/223
Epoch 3, train accuracy:18.58%, batch: 132/223
Epoch 3, train accuracy:18.49%, batch: 133/223
Epoch 3, train accuracy:18.40%, batch: 134/223
Epoch 3, train accuracy:18.31%, batch: 135/223
Epoch 3, train accuracy:18.22%, batch: 136/223
Epoch 3, train accuracy:18.13%, batch: 137/223
Epoch 3, train accuracy:18.05%, batch: 138/223
Epoch 3, train accuracy:17.96%, batch: 139/223
Epoch 3, train accuracy:17.92%, batch: 140/223
Epoch 3, train accuracy:17.89%, batch: 141/223
Epoch 3, train accuracy:17.85%, batch: 142/223
Epoch 3, train accuracy:17.85%, batch: 143/223
Epoch 3, train accuracy:17.86%, batch: 144/223
Epoch 3, train accuracy:17.87%, batch: 145/223
Epoch 3, train accuracy:17.87%, batch: 146/223
Epoch 3, train accuracy:17.88%, batch: 147/223
Epoch 3, train accuracy:17.88%, batch: 148/223
Epoch 3, train accuracy:17.89%, batch: 149/223
Epoch 3, train accuracy:17.90%, batch: 150/223
Epoch 3, train accuracy:17.90%, batch: 151/223
Epoch 3, train accuracy:17.91%, batch: 152/223
Epoch 3, train accuracy:17.91%, batch: 153/223
Epoch 3, train accuracy:17.92%, batch: 154/223
Epoch 3, train accuracy:17.92%, batch: 155/223
Epoch 3, train accuracy:17.93%, batch: 156/223
Epoch 3, train accuracy:17.93%, batch: 157/223
Epoch 3, train accuracy:17.94%, batch: 158/223
Epoch 3, train accuracy:17.94%, batch: 159/223
Epoch 3, train accuracy:17.95%, batch: 160/223
Epoch 3, train accuracy:17.95%, batch: 161/223
Epoch 3, train accuracy:17.96%, batch: 162/223
Epoch 3, train accuracy:17.96%, batch: 163/223
Epoch 3, train accuracy:17.97%, batch: 164/223
Epoch 3, train accuracy:17.97%, batch: 165/223
Epoch 3, train accuracy:17.98%, batch: 166/223
Epoch 3, train accuracy:17.98%, batch: 167/223
Epoch 3, train accuracy:17.99%, batch: 168/223
Epoch 3, train accuracy:17.99%, batch: 169/223
Epoch 3, train accuracy:18.00%, batch: 170/223
Epoch 3, train accuracy:18.00%, batch: 171/223
Epoch 3, train accuracy:18.01%, batch: 172/223
Epoch 3, train accuracy:18.01%, batch: 173/223
Epoch 3, train accuracy:18.01%, batch: 174/223
Epoch 3, train accuracy:18.02%, batch: 175/223
Epoch 3, train accuracy:18.02%, batch: 176/223
Epoch 3, train accuracy:18.03%, batch: 177/223
Epoch 3, train accuracy:18.03%, batch: 178/223
Epoch 3, train accuracy:18.03%, batch: 179/223
Epoch 3, train accuracy:18.04%, batch: 180/223
Epoch 3, train accuracy:18.04%, batch: 181/223
Epoch 3, train accuracy:18.05%, batch: 182/223
Epoch 3, train accuracy:18.02%, batch: 183/223
Epoch 3, train accuracy:17.99%, batch: 184/223
Epoch 3, train accuracy:17.96%, batch: 185/223
Epoch 3, train accuracy:17.93%, batch: 186/223
Epoch 3, train accuracy:17.90%, batch: 187/223
Epoch 3, train accuracy:17.87%, batch: 188/223
Epoch 3, train accuracy:17.84%, batch: 189/223
Epoch 3, train accuracy:17.81%, batch: 190/223
Epoch 3, train accuracy:17.78%, batch: 191/223
Epoch 3, train accuracy:17.76%, batch: 192/223
Epoch 3, train accuracy:17.73%, batch: 193/223
Epoch 3, train accuracy:17.70%, batch: 194/223
Epoch 3, train accuracy:17.68%, batch: 195/223
Epoch 3, train accuracy:17.65%, batch: 196/223
Epoch 3, train accuracy:17.62%, batch: 197/223
Epoch 3, train accuracy:17.60%, batch: 198/223
Epoch 3, train accuracy:17.57%, batch: 199/223
Epoch 3, train accuracy:17.55%, batch: 200/223
Epoch 3, train accuracy:17.52%, batch: 201/223
Epoch 3, train accuracy:17.50%, batch: 202/223
Epoch 3, train accuracy:17.47%, batch: 203/223
Epoch 3, train accuracy:17.45%, batch: 204/223
Epoch 3, train accuracy:17.42%, batch: 205/223
Epoch 3, train accuracy:17.40%, batch: 206/223
Epoch 3, train accuracy:17.38%, batch: 207/223
Epoch 3, train accuracy:17.35%, batch: 208/223
Epoch 3, train accuracy:17.33%, batch: 209/223
Epoch 3, train accuracy:17.31%, batch: 210/223
Epoch 3, train accuracy:17.28%, batch: 211/223
Epoch 3, train accuracy:17.26%, batch: 212/223
Epoch 3, train accuracy:17.24%, batch: 213/223
Epoch 3, train accuracy:17.22%, batch: 214/223
Epoch 3, train accuracy:17.19%, batch: 215/223
Epoch 3, train accuracy:17.17%, batch: 216/223
Epoch 3, train accuracy:17.15%, batch: 217/223
Epoch 3, train accuracy:17.13%, batch: 218/223
Epoch 3, train accuracy:17.11%, batch: 219/223
Epoch 3, train accuracy:17.09%, batch: 220/223
Epoch 3, train accuracy:17.07%, batch: 221/223
Epoch 3, train accuracy:17.05%, batch: 222/223
Epoch 3, train accuracy:17.03%, batch: 223/223
Epoch 3, train accuracy:17.03%, validation accuracy:9.82, batch: 223/223
Epoch 4, train accuracy:12.50%, batch: 1/223
Epoch 4, train accuracy:12.50%, batch: 2/223
Epoch 4, train accuracy:12.50%, batch: 3/223
Epoch 4, train accuracy:12.50%, batch: 4/223
Epoch 4, train accuracy:12.50%, batch: 5/223
Epoch 4, train accuracy:13.54%, batch: 6/223
Epoch 4, train accuracy:14.29%, batch: 7/223
Epoch 4, train accuracy:14.84%, batch: 8/223
Epoch 4, train accuracy:15.28%, batch: 9/223
Epoch 4, train accuracy:15.62%, batch: 10/223
Epoch 4, train accuracy:15.91%, batch: 11/223
Epoch 4, train accuracy:16.15%, batch: 12/223
Epoch 4, train accuracy:16.35%, batch: 13/223
Epoch 4, train accuracy:16.52%, batch: 14/223
Epoch 4, train accuracy:16.67%, batch: 15/223
Epoch 4, train accuracy:16.80%, batch: 16/223
Epoch 4, train accuracy:16.91%, batch: 17/223
Epoch 4, train accuracy:17.01%, batch: 18/223
Epoch 4, train accuracy:17.11%, batch: 19/223
Epoch 4, train accuracy:17.19%, batch: 20/223
Epoch 4, train accuracy:17.26%, batch: 21/223
Epoch 4, train accuracy:17.33%, batch: 22/223
Epoch 4, train accuracy:17.39%, batch: 23/223
Epoch 4, train accuracy:17.45%, batch: 24/223
Epoch 4, train accuracy:17.12%, batch: 25/223
Epoch 4, train accuracy:16.83%, batch: 26/223
Epoch 4, train accuracy:16.55%, batch: 27/223
Epoch 4, train accuracy:16.29%, batch: 28/223
Epoch 4, train accuracy:16.06%, batch: 29/223
Epoch 4, train accuracy:16.04%, batch: 30/223
Epoch 4, train accuracy:16.03%, batch: 31/223
Epoch 4, train accuracy:16.02%, batch: 32/223
Epoch 4, train accuracy:16.00%, batch: 33/223
Epoch 4, train accuracy:15.99%, batch: 34/223
Epoch 4, train accuracy:15.98%, batch: 35/223
Epoch 4, train accuracy:15.97%, batch: 36/223
Epoch 4, train accuracy:15.96%, batch: 37/223
Epoch 4, train accuracy:15.95%, batch: 38/223
Epoch 4, train accuracy:16.19%, batch: 39/223
Epoch 4, train accuracy:16.41%, batch: 40/223
Epoch 4, train accuracy:16.62%, batch: 41/223
Epoch 4, train accuracy:16.82%, batch: 42/223
Epoch 4, train accuracy:17.01%, batch: 43/223
Epoch 4, train accuracy:17.19%, batch: 44/223
Epoch 4, train accuracy:17.36%, batch: 45/223
Epoch 4, train accuracy:17.53%, batch: 46/223
Epoch 4, train accuracy:17.69%, batch: 47/223
Epoch 4, train accuracy:17.84%, batch: 48/223
Epoch 4, train accuracy:17.98%, batch: 49/223
Epoch 4, train accuracy:18.12%, batch: 50/223
Epoch 4, train accuracy:18.26%, batch: 51/223
Epoch 4, train accuracy:18.39%, batch: 52/223
Epoch 4, train accuracy:18.51%, batch: 53/223
Epoch 4, train accuracy:18.63%, batch: 54/223
Epoch 4, train accuracy:18.75%, batch: 55/223
Epoch 4, train accuracy:18.86%, batch: 56/223
Epoch 4, train accuracy:18.97%, batch: 57/223
Epoch 4, train accuracy:19.07%, batch: 58/223
Epoch 4, train accuracy:19.17%, batch: 59/223
Epoch 4, train accuracy:19.27%, batch: 60/223
Epoch 4, train accuracy:19.36%, batch: 61/223
Epoch 4, train accuracy:19.46%, batch: 62/223
Epoch 4, train accuracy:19.54%, batch: 63/223
Epoch 4, train accuracy:19.63%, batch: 64/223
Epoch 4, train accuracy:19.71%, batch: 65/223
Epoch 4, train accuracy:19.79%, batch: 66/223
Epoch 4, train accuracy:19.87%, batch: 67/223
Epoch 4, train accuracy:19.94%, batch: 68/223
Epoch 4, train accuracy:20.02%, batch: 69/223
Epoch 4, train accuracy:20.09%, batch: 70/223
Epoch 4, train accuracy:20.16%, batch: 71/223
Epoch 4, train accuracy:20.23%, batch: 72/223
Epoch 4, train accuracy:20.29%, batch: 73/223
Epoch 4, train accuracy:20.35%, batch: 74/223
Epoch 4, train accuracy:20.42%, batch: 75/223
Epoch 4, train accuracy:20.48%, batch: 76/223
Epoch 4, train accuracy:20.54%, batch: 77/223
Epoch 4, train accuracy:20.59%, batch: 78/223
Epoch 4, train accuracy:20.65%, batch: 79/223
Epoch 4, train accuracy:20.70%, batch: 80/223
Epoch 4, train accuracy:20.76%, batch: 81/223
Epoch 4, train accuracy:20.81%, batch: 82/223
Epoch 4, train accuracy:20.86%, batch: 83/223
Epoch 4, train accuracy:20.91%, batch: 84/223
Epoch 4, train accuracy:20.96%, batch: 85/223
Epoch 4, train accuracy:21.00%, batch: 86/223
Epoch 4, train accuracy:21.05%, batch: 87/223
Epoch 4, train accuracy:21.09%, batch: 88/223
Epoch 4, train accuracy:21.14%, batch: 89/223
Epoch 4, train accuracy:21.18%, batch: 90/223
Epoch 4, train accuracy:21.22%, batch: 91/223
Epoch 4, train accuracy:21.26%, batch: 92/223
Epoch 4, train accuracy:21.30%, batch: 93/223
Epoch 4, train accuracy:21.34%, batch: 94/223
Epoch 4, train accuracy:21.38%, batch: 95/223
Epoch 4, train accuracy:21.42%, batch: 96/223
Epoch 4, train accuracy:21.46%, batch: 97/223
Epoch 4, train accuracy:21.49%, batch: 98/223
Epoch 4, train accuracy:21.53%, batch: 99/223
Epoch 4, train accuracy:21.56%, batch: 100/223
Epoch 4, train accuracy:21.60%, batch: 101/223
Epoch 4, train accuracy:21.63%, batch: 102/223
Epoch 4, train accuracy:21.66%, batch: 103/223
Epoch 4, train accuracy:21.69%, batch: 104/223
Epoch 4, train accuracy:21.73%, batch: 105/223
Epoch 4, train accuracy:21.76%, batch: 106/223
Epoch 4, train accuracy:21.79%, batch: 107/223
Epoch 4, train accuracy:21.82%, batch: 108/223
Epoch 4, train accuracy:21.85%, batch: 109/223
Epoch 4, train accuracy:21.87%, batch: 110/223
Epoch 4, train accuracy:21.90%, batch: 111/223
Epoch 4, train accuracy:21.93%, batch: 112/223
Epoch 4, train accuracy:21.93%, batch: 113/223
Epoch 4, train accuracy:21.93%, batch: 114/223
Epoch 4, train accuracy:21.93%, batch: 115/223
Epoch 4, train accuracy:21.93%, batch: 116/223
Epoch 4, train accuracy:21.93%, batch: 117/223
Epoch 4, train accuracy:21.93%, batch: 118/223
Epoch 4, train accuracy:21.93%, batch: 119/223
Epoch 4, train accuracy:21.93%, batch: 120/223
Epoch 4, train accuracy:21.93%, batch: 121/223
Epoch 4, train accuracy:21.93%, batch: 122/223
Epoch 4, train accuracy:21.82%, batch: 123/223
Epoch 4, train accuracy:21.72%, batch: 124/223
Epoch 4, train accuracy:21.62%, batch: 125/223
Epoch 4, train accuracy:21.53%, batch: 126/223
Epoch 4, train accuracy:21.43%, batch: 127/223
Epoch 4, train accuracy:21.34%, batch: 128/223
Epoch 4, train accuracy:21.25%, batch: 129/223
Epoch 4, train accuracy:21.15%, batch: 130/223
Epoch 4, train accuracy:21.06%, batch: 131/223
Epoch 4, train accuracy:20.98%, batch: 132/223
Epoch 4, train accuracy:20.89%, batch: 133/223
Epoch 4, train accuracy:20.80%, batch: 134/223
Epoch 4, train accuracy:20.72%, batch: 135/223
Epoch 4, train accuracy:20.63%, batch: 136/223
Epoch 4, train accuracy:20.55%, batch: 137/223
Epoch 4, train accuracy:20.47%, batch: 138/223
Epoch 4, train accuracy:20.39%, batch: 139/223
Epoch 4, train accuracy:20.29%, batch: 140/223
Epoch 4, train accuracy:20.19%, batch: 141/223
Epoch 4, train accuracy:20.09%, batch: 142/223
Epoch 4, train accuracy:20.13%, batch: 143/223
Epoch 4, train accuracy:20.16%, batch: 144/223
Epoch 4, train accuracy:20.19%, batch: 145/223
Epoch 4, train accuracy:20.23%, batch: 146/223
Epoch 4, train accuracy:20.26%, batch: 147/223
Epoch 4, train accuracy:20.29%, batch: 148/223
Epoch 4, train accuracy:20.32%, batch: 149/223
Epoch 4, train accuracy:20.35%, batch: 150/223
Epoch 4, train accuracy:20.38%, batch: 151/223
Epoch 4, train accuracy:20.42%, batch: 152/223
Epoch 4, train accuracy:20.45%, batch: 153/223
Epoch 4, train accuracy:20.47%, batch: 154/223
Epoch 4, train accuracy:20.50%, batch: 155/223
Epoch 4, train accuracy:20.53%, batch: 156/223
Epoch 4, train accuracy:20.56%, batch: 157/223
Epoch 4, train accuracy:20.59%, batch: 158/223
Epoch 4, train accuracy:20.62%, batch: 159/223
Epoch 4, train accuracy:20.64%, batch: 160/223
Epoch 4, train accuracy:20.67%, batch: 161/223
Epoch 4, train accuracy:20.70%, batch: 162/223
Epoch 4, train accuracy:20.72%, batch: 163/223
Epoch 4, train accuracy:20.75%, batch: 164/223
Epoch 4, train accuracy:20.78%, batch: 165/223
Epoch 4, train accuracy:20.80%, batch: 166/223
Epoch 4, train accuracy:20.83%, batch: 167/223
Epoch 4, train accuracy:20.85%, batch: 168/223
Epoch 4, train accuracy:20.88%, batch: 169/223
Epoch 4, train accuracy:20.90%, batch: 170/223
Epoch 4, train accuracy:20.92%, batch: 171/223
Epoch 4, train accuracy:20.95%, batch: 172/223
Epoch 4, train accuracy:20.97%, batch: 173/223
Epoch 4, train accuracy:20.99%, batch: 174/223
Epoch 4, train accuracy:21.02%, batch: 175/223
Epoch 4, train accuracy:21.04%, batch: 176/223
Epoch 4, train accuracy:21.06%, batch: 177/223
Epoch 4, train accuracy:21.08%, batch: 178/223
Epoch 4, train accuracy:21.11%, batch: 179/223
Epoch 4, train accuracy:21.13%, batch: 180/223
Epoch 4, train accuracy:21.15%, batch: 181/223
Epoch 4, train accuracy:21.17%, batch: 182/223
Epoch 4, train accuracy:21.07%, batch: 183/223
Epoch 4, train accuracy:20.97%, batch: 184/223
Epoch 4, train accuracy:20.88%, batch: 185/223
Epoch 4, train accuracy:20.78%, batch: 186/223
Epoch 4, train accuracy:20.69%, batch: 187/223
Epoch 4, train accuracy:20.60%, batch: 188/223
Epoch 4, train accuracy:20.50%, batch: 189/223
Epoch 4, train accuracy:20.41%, batch: 190/223
Epoch 4, train accuracy:20.32%, batch: 191/223
Epoch 4, train accuracy:20.23%, batch: 192/223
Epoch 4, train accuracy:20.14%, batch: 193/223
Epoch 4, train accuracy:20.05%, batch: 194/223
Epoch 4, train accuracy:19.97%, batch: 195/223
Epoch 4, train accuracy:19.88%, batch: 196/223
Epoch 4, train accuracy:19.80%, batch: 197/223
Epoch 4, train accuracy:19.71%, batch: 198/223
Epoch 4, train accuracy:19.63%, batch: 199/223
Epoch 4, train accuracy:19.55%, batch: 200/223
Epoch 4, train accuracy:19.47%, batch: 201/223
Epoch 4, train accuracy:19.38%, batch: 202/223
Epoch 4, train accuracy:19.30%, batch: 203/223
Epoch 4, train accuracy:19.22%, batch: 204/223
Epoch 4, train accuracy:19.15%, batch: 205/223
Epoch 4, train accuracy:19.07%, batch: 206/223
Epoch 4, train accuracy:18.99%, batch: 207/223
Epoch 4, train accuracy:18.92%, batch: 208/223
Epoch 4, train accuracy:18.84%, batch: 209/223
Epoch 4, train accuracy:18.76%, batch: 210/223
Epoch 4, train accuracy:18.69%, batch: 211/223
Epoch 4, train accuracy:18.62%, batch: 212/223
Epoch 4, train accuracy:18.54%, batch: 213/223
Epoch 4, train accuracy:18.47%, batch: 214/223
Epoch 4, train accuracy:18.40%, batch: 215/223
Epoch 4, train accuracy:18.33%, batch: 216/223
Epoch 4, train accuracy:18.26%, batch: 217/223
Epoch 4, train accuracy:18.19%, batch: 218/223
Epoch 4, train accuracy:18.12%, batch: 219/223
Epoch 4, train accuracy:18.05%, batch: 220/223
Epoch 4, train accuracy:17.99%, batch: 221/223
Epoch 4, train accuracy:17.92%, batch: 222/223
Epoch 4, train accuracy:17.85%, batch: 223/223
Epoch 4, train accuracy:17.85%, validation accuracy:29.84, batch: 223/223
Epoch 5, train accuracy:3.12%, batch: 1/223
Epoch 5, train accuracy:3.12%, batch: 2/223
Epoch 5, train accuracy:3.12%, batch: 3/223
Epoch 5, train accuracy:3.12%, batch: 4/223
Epoch 5, train accuracy:3.12%, batch: 5/223
Epoch 5, train accuracy:3.65%, batch: 6/223
Epoch 5, train accuracy:4.02%, batch: 7/223
Epoch 5, train accuracy:4.30%, batch: 8/223
Epoch 5, train accuracy:4.51%, batch: 9/223
Epoch 5, train accuracy:4.69%, batch: 10/223
Epoch 5, train accuracy:4.83%, batch: 11/223
Epoch 5, train accuracy:4.95%, batch: 12/223
Epoch 5, train accuracy:5.05%, batch: 13/223
Epoch 5, train accuracy:5.13%, batch: 14/223
Epoch 5, train accuracy:5.21%, batch: 15/223
Epoch 5, train accuracy:5.27%, batch: 16/223
Epoch 5, train accuracy:5.33%, batch: 17/223
Epoch 5, train accuracy:5.38%, batch: 18/223
Epoch 5, train accuracy:5.43%, batch: 19/223
Epoch 5, train accuracy:5.47%, batch: 20/223
Epoch 5, train accuracy:5.51%, batch: 21/223
Epoch 5, train accuracy:5.54%, batch: 22/223
Epoch 5, train accuracy:5.57%, batch: 23/223
Epoch 5, train accuracy:5.60%, batch: 24/223
Epoch 5, train accuracy:6.00%, batch: 25/223
Epoch 5, train accuracy:6.37%, batch: 26/223
Epoch 5, train accuracy:6.71%, batch: 27/223
Epoch 5, train accuracy:7.03%, batch: 28/223
Epoch 5, train accuracy:7.33%, batch: 29/223
Epoch 5, train accuracy:7.71%, batch: 30/223
Epoch 5, train accuracy:8.06%, batch: 31/223
Epoch 5, train accuracy:8.40%, batch: 32/223
Epoch 5, train accuracy:8.71%, batch: 33/223
Epoch 5, train accuracy:9.01%, batch: 34/223
Epoch 5, train accuracy:9.29%, batch: 35/223
Epoch 5, train accuracy:9.55%, batch: 36/223
Epoch 5, train accuracy:9.80%, batch: 37/223
Epoch 5, train accuracy:10.03%, batch: 38/223
Epoch 5, train accuracy:10.58%, batch: 39/223
Epoch 5, train accuracy:11.09%, batch: 40/223
Epoch 5, train accuracy:11.59%, batch: 41/223
Epoch 5, train accuracy:12.05%, batch: 42/223
Epoch 5, train accuracy:12.50%, batch: 43/223
Epoch 5, train accuracy:12.93%, batch: 44/223
Epoch 5, train accuracy:13.33%, batch: 45/223
Epoch 5, train accuracy:13.72%, batch: 46/223
Epoch 5, train accuracy:14.10%, batch: 47/223
Epoch 5, train accuracy:14.45%, batch: 48/223
Epoch 5, train accuracy:14.80%, batch: 49/223
Epoch 5, train accuracy:15.12%, batch: 50/223
Epoch 5, train accuracy:15.44%, batch: 51/223
Epoch 5, train accuracy:15.75%, batch: 52/223
Epoch 5, train accuracy:16.04%, batch: 53/223
Epoch 5, train accuracy:16.32%, batch: 54/223
Epoch 5, train accuracy:16.59%, batch: 55/223
Epoch 5, train accuracy:16.85%, batch: 56/223
Epoch 5, train accuracy:17.11%, batch: 57/223
Epoch 5, train accuracy:17.35%, batch: 58/223
Epoch 5, train accuracy:17.58%, batch: 59/223
Epoch 5, train accuracy:17.81%, batch: 60/223
Epoch 5, train accuracy:18.03%, batch: 61/223
Epoch 5, train accuracy:18.25%, batch: 62/223
Epoch 5, train accuracy:18.45%, batch: 63/223
Epoch 5, train accuracy:18.65%, batch: 64/223
Epoch 5, train accuracy:18.85%, batch: 65/223
Epoch 5, train accuracy:19.03%, batch: 66/223
Epoch 5, train accuracy:19.22%, batch: 67/223
Epoch 5, train accuracy:19.39%, batch: 68/223
Epoch 5, train accuracy:19.57%, batch: 69/223
Epoch 5, train accuracy:19.73%, batch: 70/223
Epoch 5, train accuracy:19.89%, batch: 71/223
